date	time	stream flow	gage height
20220227	1800	857	3.39
20220227	1900	882	3.43
20220227	2000	895	3.45
20220227	2100	909	3.47
20220227	2200	909	3.47
20220227	2300	895	3.45
20220228	0000	882	3.43
20220228	0100	876	3.42
20220228	0200	863	3.40
20220228	0300	863	3.40
20220228	0400	863	3.40
20220228	0500	857	3.39
20220228	0600	857	3.39
20220228	0701	857	3.39
20220228	0800	857	3.39
20220228	0900	857	3.39
20220228	1000	857	3.39
20220228	1100	850	3.38
20220228	1200	844	3.37
20220228	1300	837	3.36
20220228	1400	831	3.35
20220228	1500	825	3.34
20220228	1600	825	3.34
20220228	1700	819	3.33
20220228	1800	812	3.32
20220228	1900	806	3.31
20220228	2000	806	3.31
20220228	2100	812	3.32
20220228	2200	806	3.31
20220228	2300	794	3.29
20220301	0000	800	3.30
20220301	0100	794	3.29
20220301	0200	788	3.28
20220301	0300	781	3.27
20220301	0400	781	3.27
20220301	0500	781	3.27
20220301	0600	788	3.28
20220301	0700	788	3.28
20220301	0800	794	3.29
20220301	0900	788	3.28
20220301	1000	788	3.28
20220301	1100	781	3.27
20220301	1200	775	3.26
20220301	1300	775	3.26
20220301	1400	775	3.26
20220301	1500	775	3.26
20220301	1600	763	3.24
20220301	1700	763	3.24
20220301	1801	769	3.25
20220301	1900	763	3.24
20220301	2000	769	3.25
20220301	2100	769	3.25
20220301	2200	775	3.26
20220301	2300	788	3.28
20220302	0000	781	3.27
20220302	0100	788	3.28
20220302	0200	794	3.29
20220302	0300	812	3.32
20220302	0400	831	3.35
20220302	0500	844	3.37
20220302	0600	857	3.39
20220302	0700	857	3.39
20220302	0800	863	3.40
20220302	0900	869	3.41
20220302	1000	882	3.43
20220302	1100	882	3.43
20220302	1200	895	3.45
20220302	1300	889	3.44
20220302	1400	889	3.44
20220302	1500	889	3.44
20220302	1600	882	3.43
20220302	1700	882	3.43
20220302	1800	869	3.41
20220302	1900	863	3.40
20220302	2000	857	3.39
20220302	2100	863	3.40
20220302	2200	857	3.39
20220302	2301	850	3.38
20220303	0001	850	3.38
20220303	0100	844	3.37
20220303	0200	850	3.38
20220303	0300	857	3.39
20220303	0400	863	3.40
20220303	0500	869	3.41
20220303	0601	876	3.42
20220303	0700	902	3.46
20220303	0800	922	3.49
20220303	0900	942	3.52
20220303	1000	963	3.55
20220303	1100	963	3.55
20220303	1200	956	3.54
20220303	1300	949	3.53
20220303	1400	949	3.53
20220303	1500	942	3.52
20220303	1600	935	3.51
20220303	1700	949	3.53
20220303	1800	956	3.54
20220303	1900	963	3.55
20220303	2000	963	3.55
20220303	2100	969	3.56
20220303	2200	963	3.55
20220303	2300	956	3.54
20220304	0000	949	3.53
20220304	0100	942	3.52
20220304	0200	929	3.50
20220304	0300	929	3.50
20220304	0400	922	3.49
20220304	0500	909	3.47
20220304	0600	902	3.46
20220304	0700	889	3.44
20220304	0800	882	3.43
20220304	0900	876	3.42
20220304	1000	869	3.41
20220304	1100	857	3.39
20220304	1200	844	3.37
20220304	1300	844	3.37
20220304	1400	825	3.34
20220304	1500	825	3.34
20220304	1600	819	3.33
20220304	1700	812	3.32
20220304	1800	806	3.31
20220304	1900	800	3.30
20220304	2000	800	3.30
20220304	2100	794	3.29
20220304	2200	788	3.28
20220304	2300	788	3.28
20220305	0000	781	3.27
20220305	0100	781	3.27
20220305	0200	788	3.28
20220305	0300	781	3.27
20220305	0400	775	3.26
20220305	0500	781	3.27
20220305	0600	769	3.25
20220305	0700	769	3.25
20220305	0800	769	3.25
20220305	0900	769	3.25
20220305	1000	763	3.24
20220305	1100	763	3.24
20220305	1200	757	3.23
20220305	1300	763	3.24
20220305	1400	757	3.23
20220305	1500	757	3.23
20220305	1600	757	3.23
20220305	1700	751	3.22
20220305	1800	751	3.22
20220305	1900	745	3.21
20220305	2000	745	3.21
20220305	2100	745	3.21
20220305	2200	745	3.21
20220305	2300	739	3.20
20220306	0000	739	3.20
20220306	0100	739	3.20
20220306	0200	739	3.20
20220306	0300	745	3.21
20220306	0400	733	3.19
20220306	0500	739	3.20
20220306	0600	739	3.20
20220306	0700	739	3.20
20220306	0800	733	3.19
20220306	0900	739	3.20
20220306	1000	739	3.20
20220306	1100	739	3.20
20220306	1200	745	3.21
20220306	1300	733	3.19
20220306	1400	739	3.20
20220306	1500	733	3.19
20220306	1600	733	3.19
20220306	1700	739	3.20
20220306	1800	733	3.19
20220306	1900	733	3.19
20220306	2000	733	3.19
20220306	2100	739	3.20
20220306	2200	739	3.20
20220306	2300	739	3.20
20220307	0000	745	3.21
20220307	0100	751	3.22
20220307	0200	757	3.23
20220307	0300	757	3.23
20220307	0400	763	3.24
20220307	0500	763	3.24
20220307	0600	781	3.27
20220307	0700	775	3.26
20220307	0800	788	3.28
20220307	0900	788	3.28
20220307	1000	800	3.30
20220307	1100	806	3.31
20220307	1200	812	3.32
20220307	1300	812	3.32
20220307	1400	812	3.32
20220307	1500	812	3.32
20220307	1600	825	3.34
20220307	1700	819	3.33
20220307	1800	819	3.33
20220307	1901	825	3.34
20220307	2000	850	3.38
20220307	2100	889	3.44
20220307	2200	902	3.46
20220307	2300	889	3.44
20220308	0000	876	3.42
20220308	0100	889	3.44
20220308	0200	882	3.43
20220308	0300	882	3.43
20220308	0400	876	3.42
20220308	0500	889	3.44
20220308	0600	882	3.43
20220308	0700	882	3.43
20220308	0800	882	3.43
20220308	0900	889	3.44
20220308	1000	895	3.45
20220308	1100	889	3.44
20220308	1200	889	3.44
20220308	1300	889	3.44
20220308	1400	882	3.43
20220308	1500	882	3.43
20220308	1600	876	3.42
20220308	1700	869	3.41
20220308	1800	857	3.39
20220308	1900	857	3.39
20220308	2000	844	3.37
20220308	2100	844	3.37
20220308	2200	837	3.36
20220308	2300	825	3.34
20220309	0000	825	3.34
20220309	0100	812	3.32
20220309	0200	806	3.31
20220309	0300	806	3.31
20220309	0400	800	3.30
20220309	0500	800	3.30
20220309	0600	794	3.29
20220309	0700	781	3.27
20220309	0800	781	3.27
20220309	0900	781	3.27
20220309	1000	788	3.28
20220309	1100	781	3.27
20220309	1201	794	3.29
20220309	1300	794	3.29
20220309	1400	800	3.30
20220309	1500	800	3.30
20220309	1600	800	3.30
20220309	1701	812	3.32
20220309	1801	812	3.32
20220309	1901	812	3.32
20220309	2000	812	3.32
20220309	2100	812	3.32
20220309	2200	812	3.32
20220309	2300	812	3.32
20220310	0000	819	3.33
20220310	0100	819	3.33
20220310	0201	812	3.32
20220310	0300	812	3.32
20220310	0400	806	3.31
20220310	0500	806	3.31
20220310	0600	806	3.31
20220310	0700	806	3.31
20220310	0800	806	3.31
20220310	0900	794	3.29
20220310	1000	800	3.30
20220310	1100	794	3.29
20220310	1201	788	3.28
20220310	1300	788	3.28
20220310	1400	788	3.28
20220310	1500	800	3.30
20220310	1600	806	3.31
20220310	1700	819	3.33
20220310	1800	844	3.37
20220310	1900	863	3.40
20220310	2000	876	3.42
20220310	2100	876	3.42
20220310	2200	869	3.41
20220310	2300	869	3.41
20220311	0000	850	3.38
20220311	0100	844	3.37
20220311	0200	837	3.36
20220311	0300	837	3.36
20220311	0400	844	3.37
20220311	0501	850	3.38
20220311	0600	863	3.40
20220311	0700	863	3.40
20220311	0800	869	3.41
20220311	0900	869	3.41
20220311	1000	869	3.41
20220311	1101	869	3.41
20220311	1200	869	3.41
20220311	1300	869	3.41
20220311	1400	869	3.41
20220311	1500	850	3.38
20220311	1600	844	3.37
20220311	1700	837	3.36
20220311	1800	831	3.35
20220311	1900	825	3.34
20220311	2000	819	3.33
20220311	2100	812	3.32
20220311	2200	812	3.32
20220311	2300	800	3.30
20220312	0000	806	3.31
20220312	0100	806	3.31
20220312	0200	806	3.31
20220312	0300	800	3.30
20220312	0400	800	3.30
20220312	0500	806	3.31
20220312	0600	812	3.32
20220312	0700	812	3.32
20220312	0800	819	3.33
20220312	0900	831	3.35
20220312	1000	844	3.37
20220312	1100	844	3.37
20220312	1200	863	3.40
20220312	1300	863	3.40
20220312	1400	863	3.40
20220312	1500	863	3.40
20220312	1600	869	3.41
20220312	1700	863	3.40
20220312	1800	863	3.40
20220312	1900	857	3.39
20220312	2000	857	3.39
20220312	2100	850	3.38
20220312	2200	850	3.38
20220312	2300	850	3.38
20220313	0000	837	3.36
20220313	0100	831	3.35
20220313	0200	825	3.34
20220313	0300	819	3.33
20220313	0400	812	3.32
20220313	0500	812	3.32
20220313	0601	806	3.31
20220313	0701	800	3.30
20220313	0800	794	3.29
20220313	0901	788	3.28
20220313	1000	781	3.27
20220313	1101	775	3.26
20220313	1200	769	3.25
20220313	1301	769	3.25
20220313	1401	769	3.25
20220313	1500	763	3.24
20220313	1600	757	3.23
20220313	1700	745	3.21
20220313	1800	739	3.20
20220313	1900	733	3.19
20220313	2000	739	3.20
20220313	2101	733	3.19
20220313	2201	733	3.19
20220313	2301	739	3.20
20220314	0001	739	3.20
20220314	0101	751	3.22
20220314	0200	751	3.22
20220314	0301	757	3.23
20220314	0400	757	3.23
20220314	0501	757	3.23
20220314	0600	757	3.23
20220314	0700	751	3.22
20220314	0800	745	3.21
20220314	0901	745	3.21
20220314	1001	739	3.20
20220314	1101	733	3.19
20220314	1200	728	3.18
20220314	1300	728	3.18
20220314	1401	722	3.17
20220314	1501	722	3.17
20220314	1601	733	3.19
20220314	1700	745	3.21
20220314	1800	757	3.23
20220314	1900	763	3.24
20220314	2000	775	3.26
20220314	2100	794	3.29
20220314	2200	806	3.31
20220314	2300	806	3.31
20220315	0000	800	3.30
20220315	0100	794	3.29
20220315	0200	794	3.29
20220315	0300	794	3.29
20220315	0400	800	3.30
20220315	0500	806	3.31
20220315	0600	819	3.33
20220315	0700	837	3.36
20220315	0800	844	3.37
20220315	0900	857	3.39
20220315	1000	869	3.41
20220315	1100	869	3.41
20220315	1200	863	3.40
20220315	1300	863	3.40
20220315	1400	857	3.39
20220315	1500	857	3.39
20220315	1600	850	3.38
20220315	1700	844	3.37
20220315	1800	831	3.35
20220315	1900	831	3.35
20220315	2000	825	3.34
20220315	2100	819	3.33
20220315	2200	819	3.33
20220315	2300	819	3.33
20220316	0000	819	3.33
20220316	0100	819	3.33
20220316	0200	819	3.33
20220316	0300	819	3.33
20220316	0400	831	3.35
20220316	0500	831	3.35
20220316	0600	844	3.37
20220316	0700	844	3.37
20220316	0800	850	3.38
20220316	0900	857	3.39
20220316	1000	863	3.40
20220316	1100	863	3.40
20220316	1200	863	3.40
20220316	1300	863	3.40
20220316	1400	863	3.40
20220316	1500	857	3.39
20220316	1600	857	3.39
20220316	1700	857	3.39
20220316	1800	857	3.39
20220316	1900	844	3.37
20220316	2001	844	3.37
20220316	2100	844	3.37
20220316	2200	837	3.36
20220316	2300	837	3.36
20220317	0000	837	3.36
20220317	0100	831	3.35
20220317	0200	825	3.34
20220317	0300	831	3.35
20220317	0400	831	3.35
20220317	0500	825	3.34
20220317	0600	825	3.34
20220317	0701	831	3.35
20220317	0800	831	3.35
20220317	0900	831	3.35
20220317	1000	831	3.35
20220317	1100	831	3.35
20220317	1200	825	3.34
20220317	1300	825	3.34
20220317	1400	825	3.34
20220317	1500	825	3.34
20220317	1600	825	3.34
20220317	1700	831	3.35
20220317	1800	825	3.34
20220317	1900	831	3.35
20220317	2001	831	3.35
20220317	2100	825	3.34
20220317	2200	837	3.36
20220317	2300	831	3.35
20220318	0000	837	3.36
20220318	0100	831	3.35
20220318	0200	831	3.35
20220318	0300	831	3.35
20220318	0400	831	3.35
20220318	0500	825	3.34
20220318	0600	831	3.35
20220318	0700	825	3.34
20220318	0800	825	3.34
20220318	0900	825	3.34
20220318	1000	819	3.33
20220318	1100	819	3.33
20220318	1200	812	3.32
20220318	1300	812	3.32
20220318	1400	819	3.33
20220318	1500	812	3.32
20220318	1600	812	3.32
20220318	1700	812	3.32
20220318	1800	806	3.31
20220318	1900	806	3.31
20220318	2001	800	3.30
20220318	2100	800	3.30
20220318	2200	794	3.29
20220318	2300	794	3.29
20220319	0000	794	3.29
20220319	0100	794	3.29
20220319	0200	794	3.29
20220319	0300	800	3.30
20220319	0400	800	3.30
20220319	0500	800	3.30
20220319	0600	794	3.29
20220319	0700	800	3.30
20220319	0800	794	3.29
20220319	0900	800	3.30
20220319	1000	794	3.29
20220319	1100	788	3.28
20220319	1200	788	3.28
20220319	1300	781	3.27
20220319	1401	781	3.27
20220319	1500	781	3.27
20220319	1600	781	3.27
20220319	1700	781	3.27
20220319	1800	788	3.28
20220319	1900	781	3.27
20220319	2000	781	3.27
20220319	2100	794	3.29
20220319	2200	806	3.31
20220319	2300	819	3.33
20220320	0000	819	3.33
20220320	0100	812	3.32
20220320	0200	812	3.32
20220320	0300	806	3.31
20220320	0400	800	3.30
20220320	0500	800	3.30
20220320	0600	794	3.29
20220320	0700	788	3.28
20220320	0800	788	3.28
20220320	0900	788	3.28
20220320	1000	781	3.27
20220320	1100	775	3.26
20220320	1200	769	3.25
20220320	1301	763	3.24
20220320	1400	763	3.24
20220320	1500	763	3.24
20220320	1600	757	3.23
20220320	1700	751	3.22
20220320	1800	751	3.22
20220320	1900	745	3.21
20220320	2000	745	3.21
20220320	2100	739	3.20
20220320	2200	733	3.19
20220320	2300	733	3.19
20220321	0001	728	3.18
20220321	0100	728	3.18
20220321	0200	722	3.17
20220321	0300	716	3.16
20220321	0400	716	3.16
20220321	0500	710	3.15
20220321	0600	710	3.15
20220321	0700	705	3.14
20220321	0800	710	3.15
20220321	0900	699	3.13
20220321	1000	699	3.13
20220321	1100	693	3.12
20220321	1200	693	3.12
20220321	1300	688	3.11
20220321	1400	688	3.11
20220321	1500	682	3.10
20220321	1601	682	3.10
20220321	1700	676	3.09
20220321	1800	676	3.09
20220321	1900	676	3.09
20220321	2000	671	3.08
20220321	2100	665	3.07
20220321	2200	665	3.07
20220321	2300	665	3.07
20220322	0000	665	3.07
20220322	0100	660	3.06
20220322	0200	660	3.06
20220322	0300	654	3.05
20220322	0400	654	3.05
20220322	0500	654	3.05
20220322	0600	654	3.05
20220322	0700	649	3.04
20220322	0800	644	3.03
20220322	0900	644	3.03
20220322	1000	638	3.02
20220322	1100	638	3.02
20220322	1200	638	3.02
20220322	1300	633	3.01
20220322	1400	633	3.01
20220322	1500	633	3.01
20220322	1600	627	3.00
20220322	1700	627	3.00
20220322	1800	627	3.00
20220322	1900	622	2.99
20220322	2000	622	2.99
20220322	2100	622	2.99
20220322	2200	617	2.98
20220322	2300	617	2.98
20220323	0000	617	2.98
20220323	0100	611	2.97
20220323	0200	611	2.97
20220323	0301	606	2.96
20220323	0400	606	2.96
20220323	0500	606	2.96
20220323	0600	606	2.96
20220323	0700	606	2.96
20220323	0800	601	2.95
20220323	0900	601	2.95
20220323	1000	596	2.94
20220323	1101	596	2.94
20220323	1200	596	2.94
20220323	1300	596	2.94
20220323	1400	596	2.94
20220323	1500	596	2.94
20220323	1600	591	2.93
20220323	1700	591	2.93
20220323	1800	591	2.93
20220323	1900	591	2.93
20220323	2001	585	2.92
20220323	2100	591	2.93
20220323	2200	596	2.94
20220323	2300	601	2.95
20220324	0000	601	2.95
20220324	0100	601	2.95
20220324	0200	606	2.96
20220324	0300	611	2.97
20220324	0400	617	2.98
20220324	0500	617	2.98
20220324	0601	617	2.98
20220324	0700	622	2.99
20220324	0800	622	2.99
20220324	0900	622	2.99
20220324	1000	622	2.99
20220324	1100	622	2.99
20220324	1200	617	2.98
20220324	1300	617	2.98
20220324	1400	617	2.98
20220324	1500	611	2.97
20220324	1600	611	2.97
20220324	1700	611	2.97
20220324	1800	611	2.97
20220324	1900	606	2.96
20220324	2000	606	2.96
20220324	2100	606	2.96
20220324	2200	606	2.96
20220324	2300	617	2.98
20220325	0000	622	2.99
20220325	0100	638	3.02
20220325	0200	654	3.05
20220325	0300	693	3.12
20220325	0400	733	3.19
20220325	0500	751	3.22
20220325	0600	745	3.21
20220325	0700	733	3.19
20220325	0801	728	3.18
20220325	0900	716	3.16
20220325	1000	710	3.15
20220325	1100	710	3.15
20220325	1200	699	3.13
20220325	1300	699	3.13
20220325	1400	693	3.12
20220325	1500	693	3.12
20220325	1600	705	3.14
20220325	1700	705	3.14
20220325	1800	705	3.14
20220325	1900	705	3.14
20220325	2000	699	3.13
20220325	2100	693	3.12
20220325	2200	688	3.11
20220325	2300	682	3.10
20220326	0000	671	3.08
20220326	0100	665	3.07
20220326	0200	660	3.06
20220326	0300	654	3.05
20220326	0400	644	3.03
20220326	0500	644	3.03
20220326	0600	638	3.02
20220326	0700	633	3.01
20220326	0800	627	3.00
20220326	0900	622	2.99
20220326	1000	622	2.99
20220326	1100	617	2.98
20220326	1200	611	2.97
20220326	1300	606	2.96
20220326	1400	601	2.95
20220326	1500	606	2.96
20220326	1600	601	2.95
20220326	1700	601	2.95
20220326	1800	596	2.94
20220326	1900	596	2.94
20220326	2000	591	2.93
20220326	2100	591	2.93
20220326	2200	585	2.92
20220326	2300	585	2.92
20220327	0000	580	2.91
20220327	0100	580	2.91
20220327	0200	580	2.91
20220327	0300	575	2.90
20220327	0400	570	2.89
20220327	0500	570	2.89
20220327	0600	570	2.89
20220327	0700	565	2.88
20220327	0800	565	2.88
20220327	0900	565	2.88
20220327	1000	560	2.87
20220327	1100	560	2.87
20220327	1200	560	2.87
20220327	1300	555	2.86
20220327	1400	550	2.85
20220327	1500	550	2.85
20220327	1600	545	2.84
20220327	1700	545	2.84
20220327	1800	545	2.84
20220327	1900	540	2.83
20220327	2000	540	2.83
20220327	2100	535	2.82
20220327	2200	535	2.82
20220327	2300	530	2.81
20220328	0000	535	2.82
20220328	0100	530	2.81
20220328	0200	525	2.80
20220328	0300	525	2.80
20220328	0400	521	2.79
20220328	0500	521	2.79
20220328	0600	521	2.79
20220328	0700	516	2.78
20220328	0800	516	2.78
20220328	0900	511	2.77
20220328	1000	516	2.78
20220328	1100	511	2.77
20220328	1200	511	2.77
20220328	1300	506	2.76
20220328	1400	506	2.76
20220328	1500	506	2.76
20220328	1600	506	2.76
20220328	1701	502	2.75
20220328	1800	502	2.75
20220328	1900	502	2.75
20220328	2000	497	2.74
20220328	2100	497	2.74
20220328	2200	492	2.73
20220328	2300	492	2.73
20220329	0000	492	2.73
20220329	0100	492	2.73
20220329	0200	487	2.72
20220329	0300	483	2.71
20220329	0400	483	2.71
20220329	0500	483	2.71
20220329	0600	483	2.71
20220329	0700	478	2.70
20220329	0800	478	2.70
20220329	0900	478	2.70
20220329	1000	478	2.70
20220329	1100	474	2.69
20220329	1200	474	2.69
20220329	1300	474	2.69
20220329	1400	474	2.69
20220329	1500	469	2.68
20220329	1600	469	2.68
20220329	1700	469	2.68
20220329	1800	469	2.68
20220329	1900	464	2.67
20220329	2001	464	2.67
20220329	2100	464	2.67
20220329	2200	460	2.66
20220329	2300	460	2.66
20220330	0000	460	2.66
20220330	0100	460	2.66
20220330	0200	460	2.66
20220330	0300	460	2.66
20220330	0400	455	2.65
20220330	0500	460	2.66
20220330	0600	460	2.66
20220330	0700	460	2.66
20220330	0800	460	2.66
20220330	0900	455	2.65
20220330	1000	455	2.65
20220330	1100	455	2.65
20220330	1200	455	2.65
20220330	1300	455	2.65
20220330	1400	455	2.65
20220330	1500	455	2.65
20220330	1600	455	2.65
20220330	1700	455	2.65
20220330	1800	455	2.65
20220330	1900	455	2.65
20220330	2000	451	2.64
20220330	2100	451	2.64
20220330	2200	455	2.65
20220330	2300	451	2.64
20220331	0000	451	2.64
20220331	0100	451	2.64
20220331	0200	451	2.64
20220331	0300	451	2.64
20220331	0400	451	2.64
20220331	0500	446	2.63
20220331	0600	446	2.63
20220331	0700	446	2.63
20220331	0800	451	2.64
20220331	0900	446	2.63
20220331	1000	451	2.64
20220331	1100	451	2.64
20220331	1200	455	2.65
20220331	1300	464	2.67
20220331	1400	464	2.67
20220331	1500	469	2.68
20220331	1600	469	2.68
20220331	1700	474	2.69
20220331	1800	474	2.69
20220331	1900	474	2.69
20220331	2000	497	2.74
20220331	2100	555	2.86
20220331	2200	1040	3.66
20220331	2300	1230	3.91
20220401	0000	1150	3.81
20220401	0100	1070	3.70
20220401	0200	1000	3.61
20220401	0300	976	3.57
20220401	0400	956	3.54
20220401	0500	949	3.53
20220401	0600	929	3.50
20220401	0700	956	3.54
20220401	0800	1010	3.62
20220401	0900	1030	3.65
20220401	1000	1030	3.64
20220401	1100	1010	3.62
20220401	1201	990	3.59
20220401	1300	956	3.54
20220401	1400	949	3.53
20220401	1501	915	3.48
20220401	1600	895	3.45
20220401	1700	876	3.42
20220401	1800	850	3.38
20220401	1900	837	3.36
20220401	2000	819	3.33
20220401	2101	800	3.30
20220401	2200	781	3.27
20220401	2300	769	3.25
20220402	0000	757	3.23
20220402	0100	739	3.20
20220402	0200	733	3.19
20220402	0300	722	3.17
20220402	0400	716	3.16
20220402	0500	705	3.14
20220402	0600	705	3.14
20220402	0700	693	3.12
20220402	0800	688	3.11
20220402	0900	688	3.11
20220402	1000	682	3.10
20220402	1100	676	3.09
20220402	1200	671	3.08
20220402	1300	665	3.07
20220402	1400	660	3.06
20220402	1500	665	3.07
20220402	1600	660	3.06
20220402	1700	654	3.05
20220402	1800	654	3.05
20220402	1900	654	3.05
20220402	2000	649	3.04
20220402	2100	644	3.03
20220402	2200	644	3.03
20220402	2300	644	3.03
20220403	0000	638	3.02
20220403	0100	638	3.02
20220403	0200	638	3.02
20220403	0300	638	3.02
20220403	0400	638	3.02
20220403	0500	633	3.01
20220403	0600	633	3.01
20220403	0700	633	3.01
20220403	0800	627	3.00
20220403	0900	627	3.00
20220403	1000	627	3.00
20220403	1100	627	3.00
20220403	1200	627	3.00
20220403	1300	633	3.01
20220403	1400	627	3.00
20220403	1500	627	3.00
20220403	1600	627	3.00
20220403	1700	633	3.01
20220403	1800	627	3.00
20220403	1900	633	3.01
20220403	2000	627	3.00
20220403	2100	622	2.99
20220403	2200	627	3.00
20220403	2300	617	2.98
20220404	0000	617	2.98
20220404	0100	622	2.99
20220404	0200	617	2.98
20220404	0300	617	2.98
20220404	0400	617	2.98
20220404	0500	617	2.98
20220404	0600	611	2.97
20220404	0700	611	2.97
20220404	0800	611	2.97
20220404	0900	611	2.97
20220404	1000	606	2.96
20220404	1100	601	2.95
20220404	1200	601	2.95
20220404	1300	596	2.94
20220404	1400	601	2.95
20220404	1500	596	2.94
20220404	1600	596	2.94
20220404	1700	596	2.94
20220404	1800	596	2.94
20220404	1900	591	2.93
20220404	2000	585	2.92
20220404	2100	585	2.92
20220404	2200	580	2.91
