date	time	stream flow	gage height
20220228	1800	461	2.93
20220228	1900	461	2.93
20220228	2000	466	2.94
20220228	2100	470	2.95
20220228	2200	466	2.94
20220228	2300	461	2.93
20220301	0000	461	2.93
20220301	0100	457	2.92
20220301	0200	453	2.91
20220301	0300	448	2.90
20220301	0400	448	2.90
20220301	0500	440	2.88
20220301	0600	440	2.88
20220301	0700	431	2.86
20220301	0800	431	2.86
20220301	0900	427	2.85
20220301	1000	427	2.85
20220301	1100	418	2.83
20220301	1200	418	2.83
20220301	1300	414	2.82
20220301	1400	414	2.82
20220301	1500	414	2.82
20220301	1600	414	2.82
20220301	1700	410	2.81
20220301	1801	414	2.82
20220301	1900	414	2.82
20220301	2000	418	2.83
20220301	2100	418	2.83
20220301	2200	423	2.84
20220301	2300	427	2.85
20220302	0000	431	2.86
20220302	0100	440	2.88
20220302	0200	448	2.90
20220302	0300	444	2.89
20220302	0400	448	2.90
20220302	0500	444	2.89
20220302	0600	440	2.88
20220302	0700	435	2.87
20220302	0800	435	2.87
20220302	0900	431	2.86
20220302	1000	423	2.84
20220302	1100	418	2.83
20220302	1200	414	2.82
20220302	1300	414	2.82
20220302	1400	406	2.80
20220302	1500	406	2.80
20220302	1600	406	2.80
20220302	1700	406	2.80
20220302	1800	406	2.80
20220302	1900	410	2.81
20220302	2000	414	2.82
20220302	2100	423	2.84
20220302	2200	435	2.87
20220302	2300	457	2.92
20220303	0000	470	2.95
20220303	0100	475	2.96
20220303	0200	470	2.95
20220303	0300	461	2.93
20220303	0400	461	2.93
20220303	0500	453	2.91
20220303	0600	444	2.89
20220303	0700	444	2.89
20220303	0800	440	2.88
20220303	0900	435	2.87
20220303	1000	431	2.86
20220303	1100	427	2.85
20220303	1200	423	2.84
20220303	1300	418	2.83
20220303	1400	414	2.82
20220303	1500	410	2.81
20220303	1600	402	2.79
20220303	1700	397	2.78
20220303	1800	393	2.77
20220303	1900	393	2.77
20220303	2000	388	2.76
20220303	2100	388	2.76
20220303	2200	384	2.75
20220303	2300	384	2.75
20220304	0000	380	2.74
20220304	0100	376	2.73
20220304	0200	371	2.72
20220304	0300	367	2.71
20220304	0400	359	2.69
20220304	0500	350	2.67
20220304	0600	342	2.65
20220304	0700	334	2.63
20220304	0800	322	2.60
20220304	0900	310	2.57
20220304	1000	302	2.55
20220304	1100	295	2.53
20220304	1200	295	2.53
20220304	1300	298	2.54
20220304	1400	298	2.54
20220304	1500	298	2.54
20220304	1600	298	2.54
20220304	1700	302	2.55
20220304	1800	310	2.57
20220304	1900	314	2.58
20220304	2000	334	2.63
20220304	2100	350	2.67
20220304	2200	354	2.68
20220304	2300	346	2.66
20220305	0000	338	2.64
20220305	0100	334	2.63
20220305	0200	326	2.61
20220305	0300	322	2.60
20220305	0400	314	2.58
20220305	0500	310	2.57
20220305	0600	302	2.55
20220305	0700	298	2.54
20220305	0800	295	2.53
20220305	0900	291	2.52
20220305	1000	287	2.51
20220305	1100	283	2.50
20220305	1200	283	2.50
20220305	1300	283	2.50
20220305	1400	287	2.51
20220305	1500	283	2.50
20220305	1600	287	2.51
20220305	1700	291	2.52
20220305	1800	298	2.54
20220305	1900	306	2.56
20220305	2000	310	2.57
20220305	2100	314	2.58
20220305	2200	314	2.58
20220305	2300	310	2.57
20220306	0000	306	2.56
20220306	0100	302	2.55
20220306	0200	302	2.55
20220306	0300	302	2.55
20220306	0400	298	2.54
20220306	0500	298	2.54
20220306	0600	295	2.53
20220306	0700	295	2.53
20220306	0800	295	2.53
20220306	0900	295	2.53
20220306	1000	295	2.53
20220306	1100	295	2.53
20220306	1200	298	2.54
20220306	1300	298	2.54
20220306	1400	298	2.54
20220306	1500	306	2.56
20220306	1600	314	2.58
20220306	1700	322	2.60
20220306	1800	342	2.65
20220306	1900	359	2.69
20220306	2000	384	2.75
20220306	2100	427	2.85
20220306	2200	484	2.98
20220306	2300	543	3.11
20220307	0000	577	3.18
20220307	0100	596	3.22
20220307	0200	611	3.25
20220307	0300	611	3.25
20220307	0400	621	3.27
20220307	0500	621	3.27
20220307	0600	626	3.28
20220307	0700	621	3.27
20220307	0800	616	3.26
20220307	0900	611	3.25
20220307	1000	616	3.26
20220307	1100	626	3.28
20220307	1200	641	3.31
20220307	1300	672	3.37
20220307	1400	720	3.46
20220307	1500	819	3.64
20220307	1600	1110	4.11
20220307	1700	1200	4.25
20220307	1800	1210	4.27
20220307	1900	1240	4.32
20220307	2000	1310	4.42
20220307	2100	1420	4.58
20220307	2200	1530	4.73
20220307	2300	1710	4.98
20220308	0000	1890	5.21
20220308	0100	1830	5.14
20220308	0200	1720	4.99
20220308	0300	1610	4.85
20220308	0400	1520	4.72
20220308	0500	1450	4.62
20220308	0600	1380	4.53
20220308	0700	1330	4.45
20220308	0800	1280	4.37
20220308	0900	1240	4.31
20220308	1000	1190	4.24
20220308	1100	1160	4.19
20220308	1200	1130	4.14
20220308	1300	1100	4.10
20220308	1400	1070	4.06
20220308	1500	1050	4.03
20220308	1600	1040	4.00
20220308	1700	1020	3.97
20220308	1800	1000	3.95
20220308	1900	998	3.94
20220308	2000	986	3.92
20220308	2100	973	3.90
20220308	2200	955	3.87
20220308	2300	949	3.86
20220309	0000	931	3.83
20220309	0100	919	3.81
20220309	0200	907	3.79
20220309	0300	889	3.76
20220309	0400	883	3.75
20220309	0500	871	3.73
20220309	0600	860	3.71
20220309	0700	854	3.70
20220309	0800	842	3.68
20220309	0900	831	3.66
20220309	1000	831	3.66
20220309	1100	825	3.65
20220309	1200	825	3.65
20220309	1300	825	3.65
20220309	1400	825	3.65
20220309	1500	819	3.64
20220309	1600	819	3.64
20220309	1700	808	3.62
20220309	1800	802	3.61
20220309	1901	791	3.59
20220309	2000	780	3.57
20220309	2100	774	3.56
20220309	2200	763	3.54
20220309	2300	758	3.53
20220310	0000	747	3.51
20220310	0100	736	3.49
20220310	0200	731	3.48
20220310	0300	720	3.46
20220310	0400	709	3.44
20220310	0500	704	3.43
20220310	0600	693	3.41
20220310	0700	688	3.40
20220310	0800	683	3.39
20220310	0900	667	3.36
20220310	1000	662	3.35
20220310	1100	652	3.33
20220310	1201	647	3.32
20220310	1300	641	3.31
20220310	1400	636	3.30
20220310	1500	641	3.31
20220310	1600	652	3.33
20220310	1700	662	3.35
20220310	1800	672	3.37
20220310	1900	678	3.38
20220310	2000	693	3.41
20220310	2100	704	3.43
20220310	2200	725	3.47
20220310	2300	736	3.49
20220311	0000	741	3.50
20220311	0100	731	3.48
20220311	0200	720	3.46
20220311	0300	704	3.43
20220311	0400	693	3.41
20220311	0500	678	3.38
20220311	0600	667	3.36
20220311	0700	657	3.34
20220311	0800	657	3.34
20220311	0900	657	3.34
20220311	1000	657	3.34
20220311	1100	657	3.34
20220311	1200	652	3.33
20220311	1300	641	3.31
20220311	1400	631	3.29
20220311	1500	606	3.24
20220311	1600	601	3.23
20220311	1700	601	3.23
20220311	1800	606	3.24
20220311	1900	611	3.25
20220311	2000	626	3.28
20220311	2100	652	3.33
20220311	2200	678	3.38
20220311	2300	693	3.41
20220312	0000	693	3.41
20220312	0100	693	3.41
20220312	0200	688	3.40
20220312	0300	683	3.39
20220312	0400	678	3.38
20220312	0500	683	3.39
20220312	0600	683	3.39
20220312	0700	688	3.40
20220312	0800	688	3.40
20220312	0900	699	3.42
20220312	1000	699	3.42
20220312	1100	699	3.42
20220312	1200	693	3.41
20220312	1300	683	3.39
20220312	1400	662	3.35
20220312	1500	652	3.33
20220312	1600	636	3.30
20220312	1700	631	3.29
20220312	1800	626	3.28
20220312	1900	621	3.27
20220312	2000	611	3.25
20220312	2100	611	3.25
20220312	2200	606	3.24
20220312	2300	601	3.23
20220313	0000	587	3.20
20220313	0100	582	3.19
20220313	0200	572	3.17
20220313	0300	562	3.15
20220313	0400	558	3.14
20220313	0500	548	3.12
20220313	0601	543	3.11
20220313	0700	534	3.09
20220313	0800	520	3.06
20220313	0901	520	3.06
20220313	1000	520	3.06
20220313	1101	515	3.05
20220313	1200	515	3.05
20220313	1301	511	3.04
20220313	1401	506	3.03
20220313	1500	511	3.04
20220313	1600	520	3.06
20220313	1700	525	3.07
20220313	1800	529	3.08
20220313	1900	534	3.09
20220313	2000	529	3.08
20220313	2101	529	3.08
20220313	2201	525	3.07
20220313	2301	520	3.06
20220314	0001	506	3.03
20220314	0101	497	3.01
20220314	0200	497	3.01
20220314	0301	492	3.00
20220314	0400	488	2.99
20220314	0501	484	2.98
20220314	0600	484	2.98
20220314	0700	475	2.96
20220314	0800	475	2.96
20220314	0901	470	2.95
20220314	1001	466	2.94
20220314	1101	461	2.93
20220314	1200	457	2.92
20220314	1300	457	2.92
20220314	1401	457	2.92
20220314	1501	461	2.93
20220314	1601	470	2.95
20220314	1700	475	2.96
20220314	1800	484	2.98
20220314	1900	492	3.00
20220314	2000	497	3.01
20220314	2100	506	3.03
20220314	2200	515	3.05
20220314	2300	529	3.08
20220315	0000	534	3.09
20220315	0100	539	3.10
20220315	0200	543	3.11
20220315	0300	539	3.10
20220315	0400	534	3.09
20220315	0500	529	3.08
20220315	0600	525	3.07
20220315	0700	520	3.06
20220315	0800	511	3.04
20220315	0900	506	3.03
20220315	1000	502	3.02
20220315	1100	502	3.02
20220315	1200	492	3.00
20220315	1300	492	3.00
20220315	1400	492	3.00
20220315	1500	492	3.00
20220315	1600	497	3.01
20220315	1700	506	3.03
20220315	1800	529	3.08
20220315	1900	548	3.12
20220315	2000	626	3.28
20220315	2100	725	3.47
20220315	2200	763	3.54
20220315	2300	774	3.56
20220316	0000	774	3.56
20220316	0100	769	3.55
20220316	0200	752	3.52
20220316	0300	741	3.50
20220316	0400	725	3.47
20220316	0500	715	3.45
20220316	0600	704	3.43
20220316	0700	693	3.41
20220316	0800	678	3.38
20220316	0900	667	3.36
20220316	1000	657	3.34
20220316	1100	647	3.32
20220316	1200	636	3.30
20220316	1300	636	3.30
20220316	1400	626	3.28
20220316	1500	626	3.28
20220316	1600	626	3.28
20220316	1700	631	3.29
20220316	1800	647	3.32
20220316	1900	667	3.36
20220316	2001	693	3.41
20220316	2100	715	3.45
20220316	2200	731	3.48
20220316	2300	736	3.49
20220317	0000	741	3.50
20220317	0100	741	3.50
20220317	0200	736	3.49
20220317	0300	725	3.47
20220317	0400	720	3.46
20220317	0500	715	3.45
20220317	0600	709	3.44
20220317	0700	709	3.44
20220317	0800	699	3.42
20220317	0900	699	3.42
20220317	1000	693	3.41
20220317	1100	688	3.40
20220317	1200	688	3.40
20220317	1300	693	3.41
20220317	1400	693	3.41
20220317	1500	699	3.42
20220317	1600	709	3.44
20220317	1700	715	3.45
20220317	1800	731	3.48
20220317	1900	736	3.49
20220317	2000	747	3.51
20220317	2100	752	3.52
20220317	2200	758	3.53
20220317	2300	758	3.53
20220318	0000	763	3.54
20220318	0100	758	3.53
20220318	0200	752	3.52
20220318	0300	747	3.51
20220318	0400	736	3.49
20220318	0500	731	3.48
20220318	0600	725	3.47
20220318	0700	715	3.45
20220318	0800	715	3.45
20220318	0900	704	3.43
20220318	1000	704	3.43
20220318	1100	699	3.42
20220318	1200	693	3.41
20220318	1300	693	3.41
20220318	1400	688	3.40
20220318	1500	688	3.40
20220318	1600	683	3.39
20220318	1700	683	3.39
20220318	1800	688	3.40
20220318	1900	693	3.41
20220318	2000	693	3.41
20220318	2100	693	3.41
20220318	2200	699	3.42
20220318	2300	699	3.42
20220319	0000	704	3.43
20220319	0100	709	3.44
20220319	0200	715	3.45
20220319	0300	725	3.47
20220319	0400	736	3.49
20220319	0500	741	3.50
20220319	0600	752	3.52
20220319	0700	774	3.56
20220319	0800	786	3.58
20220319	0900	786	3.58
20220319	1000	780	3.57
20220319	1100	774	3.56
20220319	1200	769	3.55
20220319	1300	763	3.54
20220319	1400	758	3.53
20220319	1500	758	3.53
20220319	1600	758	3.53
20220319	1700	769	3.55
20220319	1800	780	3.57
20220319	1900	797	3.60
20220319	2000	802	3.61
20220319	2100	831	3.66
20220319	2200	961	3.88
20220319	2300	961	3.88
20220320	0000	937	3.84
20220320	0100	913	3.80
20220320	0200	883	3.75
20220320	0300	865	3.72
20220320	0400	842	3.68
20220320	0500	825	3.65
20220320	0600	814	3.63
20220320	0700	797	3.60
20220320	0800	791	3.59
20220320	0900	780	3.57
20220320	1000	769	3.55
20220320	1100	758	3.53
20220320	1200	752	3.52
20220320	1300	741	3.50
20220320	1400	731	3.48
20220320	1500	720	3.46
20220320	1600	715	3.45
20220320	1700	709	3.44
20220320	1800	704	3.43
20220320	1900	699	3.42
20220320	2000	693	3.41
20220320	2100	688	3.40
20220320	2200	683	3.39
20220320	2300	672	3.37
20220321	0000	672	3.37
20220321	0100	667	3.36
20220321	0200	657	3.34
20220321	0300	652	3.33
20220321	0400	647	3.32
20220321	0500	636	3.30
20220321	0600	631	3.29
20220321	0700	626	3.28
20220321	0800	621	3.27
20220321	0900	616	3.26
20220321	1000	606	3.24
20220321	1100	606	3.24
20220321	1200	596	3.22
20220321	1300	596	3.22
20220321	1400	587	3.20
20220321	1500	587	3.20
20220321	1600	582	3.19
20220321	1700	572	3.17
20220321	1800	572	3.17
20220321	1900	562	3.15
20220321	2000	562	3.15
20220321	2100	558	3.14
20220321	2200	553	3.13
20220321	2300	548	3.12
20220322	0000	543	3.11
20220322	0100	539	3.10
20220322	0200	539	3.10
20220322	0300	539	3.09
20220322	0400	529	3.08
20220322	0500	529	3.08
20220322	0600	525	3.07
20220322	0700	520	3.06
20220322	0800	520	3.06
20220322	0900	515	3.05
20220322	1000	511	3.04
20220322	1100	506	3.03
20220322	1200	502	3.02
20220322	1300	502	3.02
20220322	1400	497	3.01
20220322	1500	492	3.00
20220322	1600	488	2.99
20220322	1700	484	2.98
20220322	1800	484	2.98
20220322	1900	479	2.97
20220322	2000	479	2.97
20220322	2100	475	2.96
20220322	2200	470	2.95
20220322	2300	466	2.94
20220323	0000	461	2.93
20220323	0100	461	2.93
20220323	0200	457	2.92
20220323	0300	453	2.91
20220323	0400	457	2.92
20220323	0500	448	2.90
20220323	0600	448	2.90
20220323	0700	444	2.89
20220323	0800	444	2.89
20220323	0900	444	2.89
20220323	1000	440	2.88
20220323	1100	440	2.88
20220323	1200	440	2.88
20220323	1300	440	2.88
20220323	1400	435	2.87
20220323	1500	435	2.87
20220323	1600	435	2.87
20220323	1700	431	2.86
20220323	1800	431	2.86
20220323	1900	423	2.84
20220323	2000	423	2.84
20220323	2100	423	2.84
20220323	2200	423	2.84
20220323	2300	423	2.84
20220324	0000	418	2.83
20220324	0100	418	2.83
20220324	0200	418	2.83
20220324	0300	418	2.83
20220324	0400	418	2.83
20220324	0500	418	2.83
20220324	0600	427	2.85
20220324	0700	427	2.85
20220324	0800	427	2.85
20220324	0900	427	2.85
20220324	1000	431	2.86
20220324	1100	431	2.86
20220324	1200	435	2.87
20220324	1300	435	2.87
20220324	1400	435	2.87
20220324	1500	431	2.86
20220324	1600	431	2.86
20220324	1700	427	2.85
20220324	1800	423	2.84
20220324	1900	423	2.84
20220324	2000	418	2.83
20220324	2100	418	2.83
20220324	2200	423	2.84
20220324	2300	427	2.85
20220325	0000	440	2.88
20220325	0100	444	2.89
20220325	0200	448	2.90
20220325	0300	453	2.91
20220325	0400	466	2.94
20220325	0500	488	2.99
20220325	0600	511	3.04
20220325	0700	520	3.06
20220325	0800	525	3.07
20220325	0900	515	3.05
20220325	1000	506	3.03
20220325	1100	502	3.02
20220325	1200	497	3.01
20220325	1300	484	2.98
20220325	1400	479	2.97
20220325	1500	475	2.96
20220325	1600	466	2.94
20220325	1700	466	2.94
20220325	1800	457	2.92
20220325	1900	453	2.91
20220325	2000	448	2.90
20220325	2100	448	2.90
20220325	2200	440	2.88
20220325	2300	435	2.87
20220326	0000	435	2.87
20220326	0100	431	2.86
20220326	0200	427	2.85
20220326	0300	427	2.85
20220326	0400	423	2.84
20220326	0500	418	2.83
20220326	0600	418	2.83
20220326	0700	418	2.83
20220326	0800	414	2.82
20220326	0900	414	2.82
20220326	1000	414	2.82
20220326	1100	410	2.81
20220326	1200	410	2.81
20220326	1300	410	2.81
20220326	1400	410	2.81
20220326	1500	410	2.81
20220326	1600	410	2.81
20220326	1700	410	2.81
20220326	1800	406	2.80
20220326	1900	406	2.80
20220326	2000	406	2.80
20220326	2100	402	2.79
20220326	2200	402	2.79
20220326	2300	397	2.78
20220327	0000	397	2.78
20220327	0100	393	2.77
20220327	0200	393	2.77
20220327	0300	388	2.76
20220327	0400	388	2.76
20220327	0500	388	2.76
20220327	0600	384	2.75
20220327	0700	384	2.75
20220327	0800	380	2.74
20220327	0900	376	2.73
20220327	1000	376	2.73
20220327	1100	371	2.72
20220327	1200	371	2.72
20220327	1300	367	2.71
20220327	1400	363	2.70
20220327	1500	363	2.70
20220327	1600	359	2.69
20220327	1700	354	2.68
20220327	1800	354	2.68
20220327	1900	350	2.67
20220327	2000	350	2.67
20220327	2100	350	2.67
20220327	2200	350	2.67
20220327	2300	346	2.66
20220328	0000	342	2.65
20220328	0100	342	2.65
20220328	0200	338	2.64
20220328	0300	334	2.63
20220328	0400	334	2.63
20220328	0500	330	2.62
20220328	0600	326	2.61
20220328	0700	326	2.61
20220328	0800	322	2.60
20220328	0900	322	2.60
20220328	1000	314	2.58
20220328	1100	314	2.58
20220328	1200	310	2.57
20220328	1300	310	2.57
20220328	1400	306	2.56
20220328	1500	306	2.56
20220328	1600	306	2.56
20220328	1700	306	2.56
20220328	1800	302	2.55
20220328	1900	302	2.55
20220328	2000	302	2.55
20220328	2100	302	2.55
20220328	2200	302	2.55
20220328	2300	302	2.55
20220329	0000	298	2.54
20220329	0100	295	2.53
20220329	0200	295	2.53
20220329	0300	291	2.52
20220329	0400	287	2.51
20220329	0500	283	2.50
20220329	0600	283	2.50
20220329	0700	279	2.49
20220329	0800	276	2.48
20220329	0900	276	2.48
20220329	1000	272	2.47
20220329	1100	272	2.47
20220329	1200	268	2.46
20220329	1300	265	2.45
20220329	1400	268	2.46
20220329	1500	265	2.45
20220329	1600	268	2.46
20220329	1700	272	2.47
20220329	1800	276	2.48
20220329	1900	283	2.50
20220329	2000	283	2.50
20220329	2100	283	2.50
20220329	2200	283	2.50
20220329	2300	283	2.50
20220330	0000	279	2.49
20220330	0100	279	2.49
20220330	0200	276	2.48
20220330	0300	276	2.48
20220330	0400	276	2.48
20220330	0500	272	2.47
20220330	0600	272	2.47
20220330	0700	268	2.46
20220330	0800	265	2.45
20220330	0900	265	2.45
20220330	1000	261	2.44
20220330	1100	257	2.43
20220330	1200	257	2.43
20220330	1300	254	2.42
20220330	1400	254	2.42
20220330	1500	254	2.42
20220330	1600	257	2.43
20220330	1700	261	2.44
20220330	1800	265	2.45
20220330	1900	268	2.46
20220330	2000	268	2.46
20220330	2100	265	2.45
20220330	2200	261	2.44
20220330	2300	261	2.44
20220331	0000	265	2.45
20220331	0100	265	2.45
20220331	0200	261	2.44
20220331	0300	261	2.44
20220331	0400	261	2.44
20220331	0500	261	2.44
20220331	0600	261	2.44
20220331	0700	261	2.44
20220331	0800	261	2.44
20220331	0900	261	2.44
20220331	1000	261	2.44
20220331	1100	265	2.45
20220331	1200	265	2.45
20220331	1300	268	2.46
20220331	1400	272	2.47
20220331	1500	276	2.48
20220331	1600	279	2.49
20220331	1700	291	2.52
20220331	1800	295	2.53
20220331	1900	306	2.56
20220331	2000	318	2.59
20220331	2100	350	2.67
20220331	2200	444	2.89
20220331	2300	548	3.12
20220401	0000	582	3.19
20220401	0100	587	3.20
20220401	0200	572	3.17
20220401	0300	558	3.14
20220401	0400	539	3.10
20220401	0500	525	3.07
20220401	0600	506	3.03
20220401	0700	497	3.01
20220401	0800	484	2.98
20220401	0900	475	2.96
20220401	1000	466	2.94
20220401	1100	461	2.93
20220401	1200	448	2.90
20220401	1300	444	2.89
20220401	1400	435	2.87
20220401	1500	427	2.85
20220401	1600	423	2.84
20220401	1700	414	2.82
20220401	1800	414	2.82
20220401	1900	406	2.80
20220401	2000	406	2.80
20220401	2101	402	2.79
20220401	2200	397	2.78
20220401	2300	393	2.77
20220402	0000	388	2.76
20220402	0100	384	2.75
20220402	0200	380	2.74
20220402	0300	376	2.73
20220402	0400	371	2.72
20220402	0500	367	2.71
20220402	0600	367	2.71
20220402	0700	363	2.70
20220402	0800	359	2.69
20220402	0900	359	2.69
20220402	1000	359	2.69
20220402	1100	354	2.68
20220402	1200	350	2.67
20220402	1300	350	2.67
20220402	1400	346	2.66
20220402	1500	350	2.67
20220402	1600	346	2.66
20220402	1700	342	2.65
20220402	1800	342	2.65
20220402	1900	338	2.64
20220402	2000	338	2.64
20220402	2100	338	2.64
20220402	2200	338	2.64
20220402	2300	338	2.64
20220403	0000	338	2.64
20220403	0100	338	2.64
20220403	0200	338	2.64
20220403	0300	338	2.64
20220403	0400	334	2.63
20220403	0500	334	2.63
20220403	0600	334	2.63
20220403	0700	334	2.63
20220403	0800	334	2.63
20220403	0900	334	2.63
20220403	1000	334	2.63
20220403	1100	330	2.62
20220403	1200	334	2.63
20220403	1300	334	2.63
20220403	1400	334	2.63
20220403	1500	334	2.63
20220403	1600	334	2.63
20220403	1700	334	2.63
20220403	1800	334	2.63
20220403	1900	330	2.62
20220403	2000	334	2.63
20220403	2100	330	2.62
20220403	2200	330	2.62
20220403	2300	330	2.62
20220404	0000	330	2.62
20220404	0100	326	2.61
20220404	0200	326	2.61
20220404	0300	322	2.60
20220404	0400	322	2.60
20220404	0500	322	2.60
20220404	0600	318	2.59
20220404	0700	318	2.59
20220404	0800	318	2.59
20220404	0900	314	2.58
20220404	1000	314	2.58
20220404	1100	314	2.58
20220404	1200	314	2.58
20220404	1300	314	2.58
20220404	1400	310	2.57
20220404	1500	310	2.57
20220404	1600	310	2.57
20220404	1700	310	2.57
20220404	1800	306	2.56
20220404	1900	306	2.56
20220404	2000	306	2.56
20220404	2100	306	2.56
20220404	2200	302	2.55
20220404	2300	302	2.55
20220405	0000	302	2.55
20220405	0100	298	2.54
20220405	0200	298	2.54
